Student_ID,Age,Gender,Education_Level,Graduation_Year,College_Name,Course_Branch,Certification_Name,Certification_Provider,Number_of_Certifications,Internship_Company,Internship_Domain,Internship_Duration_Months,Number_of_Internships,Experience_Profile,Practical_Skill_Score,Theoretical_Score,Employer_Preference_Score,Placement_Status,Salary_Package_LPA,PPO_Conversion_Status,Time_to_Offer_Days,Primary_Skills
STU10448,22,Male,BCA,2026,State Tech University (Tier 2),Business Analytics,Meta Front-End Developer Specialization,AWS,1,TCS Innovation Labs,Data Science & Analytics,3,1,Both (Hybrid),60,55,7.2,Placed,13.46,On-Campus / Off-Campus Placement,71,"SQL, Data Analysis, Machine Learning, Communication, React, Python, AWS"
STU10449,21,Female,B.Tech,2024,Regional Tech Institute (Tier 3),Computer Science & Engineering,Docker & Kubernetes Developer Cert,Google Cloud,1,FinTech Solutions,Artificial Intelligence / ML,7,2,Both (Hybrid),80,50,9.1,Placed,10.66,Direct PPO (Pre-Placement Offer),21,"Java, Python, Power BI, System Design, Git, Docker, Kubernetes, Data Analysis, AWS, Machine Learning"
STU10450,23,Female,B.Tech,2026,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,AWS Certified Solutions Architect; Microsoft Certified: Azure Developer,Google Cloud; Microsoft Azure,2,CyberGuard Analytics,Cloud & DevOps,2,2,Both (Hybrid),85,56,8.6,Placed,13.77,On-Campus / Off-Campus Placement,34,"Git, SQL, React, Python, Tableau, Communication, Docker, Data Analysis, AWS, Machine Learning"
STU10451,22,Female,B.Tech,2023,Regional Tech Institute (Tier 3),Electronics & Communication,Meta Front-End Developer Specialization,Microsoft Azure,1,FinTech Solutions,Software Engineering,3,1,Both (Hybrid),51,49,7.0,Unplaced,0.0,Not Converted,-1,"Power BI, Data Analysis, AWS, Kubernetes, Machine Learning, SQL"
STU10452,22,Female,B.Tech,2025,City Engineering College (Tier 3),Information Technology,Docker & Kubernetes Developer Cert; Certified Information Systems Security Professional (CISSP); AWS Certified Solutions Architect,AWS; Meta; Google Cloud,5,DataMetrics Labs,Cyber Security,3,2,Both (Hybrid),70,100,9.4,Placed,13.31,On-Campus / Off-Campus Placement,5,"Data Analysis, SQL, System Design, Power BI, Docker, Problem Solving, Python, AWS, Communication, Java"
STU10453,24,Male,B.Tech,2023,City Engineering College (Tier 3),Computer Science & Engineering,AWS Certified Solutions Architect; Coursera Machine Learning Specialization,Meta; Google Cloud,2,None,None,0,0,Certification Only,22,62,4.0,Unplaced,0.0,Not Converted,-1,"Python, Kubernetes, Tableau, Machine Learning, Communication, AWS"
STU10454,21,Female,B.Sc (CS/IT),2026,City Engineering College (Tier 3),Data Science & Artificial Intelligence,None,None,0,DataMetrics Labs,Cyber Security,12,1,Internship Only,77,38,8.3,Placed,12.27,Direct PPO (Pre-Placement Offer),32,"Data Analysis, Tableau, System Design, Communication, Docker"
STU10455,22,Female,B.Tech,2025,State Tech University (Tier 2),Information Technology,Coursera Machine Learning Specialization,Google Cloud,1,DataMetrics Labs,Data Science & Analytics,2,1,Both (Hybrid),56,47,6.6,Placed,9.43,On-Campus / Off-Campus Placement,81,"Python, Java, Problem Solving, React, Kubernetes, Git, Data Analysis"
STU10456,21,Female,B.Tech,2025,State Tech University (Tier 2),Cyber Security,Meta Front-End Developer Specialization; NPTEL Cloud Computing & Distributed Systems; IBM Data Science Professional,Meta; AWS; Udemy,3,Deloitte Consulting,Product & Business Analytics,2,2,Both (Hybrid),79,83,8.5,Placed,12.02,Internship Conversion,44,"Power BI, System Design, Tableau, Java, SQL, AWS, Problem Solving, Kubernetes, Python, Machine Learning"
STU10457,22,Female,B.Tech,2025,State Tech University (Tier 2),Business Analytics,None,None,0,Deloitte Consulting,Cloud & DevOps,7,2,Internship Only,91,56,8.6,Placed,14.24,Direct PPO (Pre-Placement Offer),26,"React, Power BI, Communication, Machine Learning, Kubernetes, SQL, AWS, Python, Git"
STU10458,21,Male,MBA (Tech & Analytics),2023,IIT / NIT Group (Tier 1),Computer Science & Engineering,Coursera Machine Learning Specialization; Google Professional Data Engineer,AWS; Udemy,2,Microsoft Tech,Artificial Intelligence / ML,3,1,Both (Hybrid),68,84,8.2,Placed,14.77,On-Campus / Off-Campus Placement,58,"SQL, Data Analysis, Kubernetes, AWS, Power BI, Problem Solving, Communication, System Design, Java"
STU10459,21,Female,MBA (Tech & Analytics),2023,State Tech University (Tier 2),Cyber Security,IBM Data Science Professional; TensorFlow Developer Certificate,Google Cloud; Udemy,2,DataMetrics Labs,Software Engineering,4,3,Both (Hybrid),97,76,10.0,Placed,16.99,On-Campus / Off-Campus Placement,5,"Python, Power BI, Git, Kubernetes, React, AWS, Docker, Tableau, Machine Learning, SQL"
STU10460,21,Male,B.Sc (CS/IT),2026,State Tech University (Tier 2),Computer Science & Engineering,None,None,0,Microsoft Tech,Data Science & Analytics,9,1,Internship Only,76,46,8.0,Placed,12.24,Direct PPO (Pre-Placement Offer),68,"Tableau, Python, System Design, Machine Learning, Data Analysis, SQL"
STU10461,22,Male,B.Tech,2024,State Tech University (Tier 2),Computer Science & Engineering,Google Professional Data Engineer; Microsoft Certified: Azure Developer; AWS Certified Solutions Architect,NPTEL; IBM; AWS,3,Infosys Center,Data Science & Analytics,3,1,Both (Hybrid),60,84,7.9,Placed,11.79,On-Campus / Off-Campus Placement,32,"SQL, AWS, System Design, Data Analysis, Tableau, Machine Learning, Problem Solving, Java, Docker, Kubernetes"
STU10462,23,Male,B.Tech,2023,Regional Tech Institute (Tier 3),Electronics & Communication,Certified Information Systems Security Professional (CISSP),Microsoft Azure,1,Infosys Center,Product & Business Analytics,3,2,Both (Hybrid),75,59,7.5,Placed,11.5,On-Campus / Off-Campus Placement,33,"Kubernetes, Docker, Python, Data Analysis, Git, Java, React, Tableau, System Design, SQL"
STU10463,22,Non-Binary,B.Tech,2024,City Engineering College (Tier 3),Computer Science & Engineering,Microsoft Certified: Azure Developer,Microsoft Azure,1,InnovateTech Startup,Cyber Security,12,1,Both (Hybrid),72,54,8.6,Placed,13.16,Direct PPO (Pre-Placement Offer),63,"Docker, Git, Machine Learning, Power BI, Kubernetes, SQL"
STU10464,25,Female,B.Tech,2025,BITS & Top National Inst (Tier 1),Computer Science & Engineering,NPTEL Cloud Computing & Distributed Systems; TensorFlow Developer Certificate; IBM Data Science Professional,IBM; Udemy; AWS,3,Infosys Center,Product & Business Analytics,2,2,Both (Hybrid),87,94,8.4,Placed,16.31,On-Campus / Off-Campus Placement,28,"Power BI, Java, Python, Communication, Machine Learning, System Design, Data Analysis, Docker, Tableau, SQL"
STU10465,22,Female,BCA,2023,State Tech University (Tier 2),Computer Science & Engineering,Google Professional Data Engineer; Certified Information Systems Security Professional (CISSP),Udemy; Google Cloud,2,TCS Innovation Labs,Product & Business Analytics,3,1,Both (Hybrid),60,71,7.2,Placed,12.2,Internship Conversion,69,"Docker, Java, AWS, Power BI, Communication, Data Analysis, React, Machine Learning, Git, Python"
STU10466,22,Female,B.Sc (CS/IT),2024,State Tech University (Tier 2),Data Science & Artificial Intelligence,Meta Front-End Developer Specialization; Certified Information Systems Security Professional (CISSP); TensorFlow Developer Certificate,Coursera; Google Cloud; IBM,3,None,None,0,0,Certification Only,38,81,5.1,Unplaced,0.0,Not Converted,-1,"Kubernetes, Java, Tableau, System Design, Communication, Python, Problem Solving"
STU10467,24,Female,M.Tech,2023,State Tech University (Tier 2),Information Technology,AWS Certified Solutions Architect; Coursera Machine Learning Specialization,Udemy; Coursera,2,Deloitte Consulting,Data Science & Analytics,2,1,Both (Hybrid),53,72,7.1,Placed,11.95,On-Campus / Off-Campus Placement,74,"Data Analysis, System Design, React, Problem Solving, Communication, Java, Python, Tableau"
STU10468,21,Female,B.Sc (CS/IT),2024,Apex Institute of Technology (Tier 2),Information Technology,IBM Data Science Professional; Microsoft Certified: Azure Developer,Microsoft Azure; Meta,2,Microsoft Tech,Cyber Security,3,1,Both (Hybrid),63,69,8.1,Placed,8.95,On-Campus / Off-Campus Placement,70,"Problem Solving, Kubernetes, Tableau, Machine Learning, Java, AWS, System Design, Docker, SQL"
STU10469,25,Male,B.Tech,2026,State Tech University (Tier 2),Computer Science & Engineering,AWS Certified Solutions Architect; TensorFlow Developer Certificate; IBM Data Science Professional,AWS; Coursera; Meta,3,Amazon AWS,Product & Business Analytics,9,1,Both (Hybrid),78,92,9.3,Placed,13.54,Direct PPO (Pre-Placement Offer),14,"Tableau, Git, Python, Kubernetes, SQL, Java, AWS, Docker, Problem Solving, System Design"
STU10470,21,Male,BCA,2026,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,None,None,0,None,None,0,0,Neither,36,52,4.8,Placed,6.5,On-Campus / Off-Campus Placement,132,"SQL, Tableau"
STU10471,25,Male,B.Tech,2025,City Engineering College (Tier 3),Business Analytics,Meta Front-End Developer Specialization; Docker & Kubernetes Developer Cert; TensorFlow Developer Certificate,IBM; Udemy; NPTEL,3,None,None,0,0,Certification Only,28,85,5.2,Placed,5.32,On-Campus / Off-Campus Placement,100,"Python, Power BI, System Design, Kubernetes, SQL, Machine Learning, React"
STU10472,21,Female,B.Tech,2023,City Engineering College (Tier 3),Electronics & Communication,NPTEL Cloud Computing & Distributed Systems; Certified Information Systems Security Professional (CISSP),NPTEL; IBM,2,Google India,Artificial Intelligence / ML,3,2,Both (Hybrid),75,67,7.7,Placed,10.34,On-Campus / Off-Campus Placement,37,"React, Communication, Data Analysis, Python, SQL, Tableau, Docker, AWS, Java, Git"
STU10473,24,Female,B.Sc (CS/IT),2026,BITS & Top National Inst (Tier 1),Computer Science & Engineering,None,None,0,Amazon AWS,Data Science & Analytics,12,1,Internship Only,99,57,9.0,Placed,17.0,On-Campus / Off-Campus Placement,46,"Tableau, Problem Solving, System Design, Docker, Data Analysis, Kubernetes"
STU10474,22,Male,B.Tech,2025,Apex Institute of Technology (Tier 2),Cyber Security,Certified Information Systems Security Professional (CISSP); Docker & Kubernetes Developer Cert,Udemy; NPTEL,2,InnovateTech Startup,Product & Business Analytics,3,2,Both (Hybrid),86,65,8.3,Placed,12.95,On-Campus / Off-Campus Placement,22,"Python, Communication, System Design, Kubernetes, Tableau, AWS, Java, SQL, Power BI, Machine Learning"
STU10475,25,Male,B.Tech,2023,State Tech University (Tier 2),Information Technology,None,None,0,FinTech Solutions,Cloud & DevOps,9,1,Internship Only,85,46,6.8,Placed,13.59,Direct PPO (Pre-Placement Offer),48,"Communication, AWS, React, System Design, Python, Data Analysis"
STU10476,21,Female,B.Tech,2026,State Tech University (Tier 2),Computer Science & Engineering,Docker & Kubernetes Developer Cert; Certified Information Systems Security Professional (CISSP),Udemy; AWS,2,Microsoft Tech,Data Science & Analytics,9,1,Both (Hybrid),80,67,8.5,Placed,14.13,Direct PPO (Pre-Placement Offer),26,"Power BI, Machine Learning, Python, System Design, AWS, Communication, Docker, Data Analysis, Git, Kubernetes"
STU10477,22,Male,BCA,2025,IIT / NIT Group (Tier 1),Computer Science & Engineering,Certified Information Systems Security Professional (CISSP); Meta Front-End Developer Specialization,NPTEL; Meta,2,Google India,Cyber Security,2,1,Both (Hybrid),76,80,7.4,Placed,12.34,Internship Conversion,55,"Tableau, Docker, Communication, System Design, Power BI, Java, Python, AWS, Git, Problem Solving"
STU10478,25,Female,B.Sc (CS/IT),2025,State Tech University (Tier 2),Computer Science & Engineering,TensorFlow Developer Certificate; Google Professional Data Engineer; Certified Information Systems Security Professional (CISSP),Google Cloud; Coursera; IBM,4,Deloitte Consulting,Cloud & DevOps,3,2,Both (Hybrid),74,98,10.0,Placed,14.49,On-Campus / Off-Campus Placement,5,"Git, Docker, SQL, Communication, Java, React, Data Analysis, Python, System Design, Problem Solving"
STU10479,22,Non-Binary,B.Tech,2025,State Tech University (Tier 2),Information Technology,None,None,0,DataMetrics Labs,Data Science & Analytics,12,1,Internship Only,77,34,8.6,Placed,16.44,Direct PPO (Pre-Placement Offer),33,"Docker, Tableau, React, Python, Power BI"
STU10480,22,Male,B.Sc (CS/IT),2024,State Tech University (Tier 2),Computer Science & Engineering,Coursera Machine Learning Specialization; Certified Information Systems Security Professional (CISSP),Meta; Udemy,2,TCS Innovation Labs,Data Science & Analytics,3,1,Both (Hybrid),60,77,7.4,Placed,12.15,On-Campus / Off-Campus Placement,65,"React, Git, Python, Java, Kubernetes, SQL, Communication, AWS"
STU10481,23,Male,B.Tech,2024,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,Docker & Kubernetes Developer Cert,Microsoft Azure,1,None,None,0,0,Certification Only,38,45,4.3,Placed,6.56,On-Campus / Off-Campus Placement,86,"SQL, Kubernetes, React, Docker, Problem Solving"
STU10482,22,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Computer Science & Engineering,Google Professional Data Engineer; Coursera Machine Learning Specialization,Google Cloud; Coursera,2,CyberGuard Analytics,Product & Business Analytics,2,1,Both (Hybrid),62,78,6.5,Unplaced,0.0,Not Converted,-1,"Machine Learning, Kubernetes, Tableau, Problem Solving, Docker, React, Power BI, Data Analysis, Communication, SQL"
STU10483,22,Female,B.Sc (CS/IT),2024,BITS & Top National Inst (Tier 1),Business Analytics,Microsoft Certified: Azure Developer; Docker & Kubernetes Developer Cert,Coursera; Microsoft Azure,2,Microsoft Tech,Cloud & DevOps,2,2,Both (Hybrid),92,73,8.8,Placed,15.83,On-Campus / Off-Campus Placement,52,"System Design, Power BI, React, Data Analysis, AWS, Tableau, Machine Learning, SQL, Java, Problem Solving"
STU10484,22,Female,BCA,2024,IIT / NIT Group (Tier 1),Computer Science & Engineering,Coursera Machine Learning Specialization; Google Professional Data Engineer,AWS; NPTEL,2,CyberGuard Analytics,Data Science & Analytics,7,2,Both (Hybrid),88,74,10.0,Placed,19.35,Direct PPO (Pre-Placement Offer),23,"Java, Kubernetes, Power BI, Communication, Docker, Tableau, Git, Problem Solving, System Design, SQL"
STU10485,24,Female,MBA (Tech & Analytics),2025,City Engineering College (Tier 3),Business Analytics,Coursera Machine Learning Specialization; Google Professional Data Engineer; Certified Information Systems Security Professional (CISSP),AWS; NPTEL; Coursera,3,TCS Innovation Labs,Data Science & Analytics,12,1,Both (Hybrid),71,77,9.4,Placed,12.57,Direct PPO (Pre-Placement Offer),5,"System Design, Tableau, Power BI, Problem Solving, Java, AWS, Machine Learning, Communication, Docker, Kubernetes"
STU10486,21,Male,B.Tech,2025,IIT / NIT Group (Tier 1),Business Analytics,AWS Certified Solutions Architect; Coursera Machine Learning Specialization; TensorFlow Developer Certificate,Microsoft Azure; NPTEL; IBM,3,None,None,0,0,Certification Only,48,90,6.2,Placed,10.48,On-Campus / Off-Campus Placement,110,"Tableau, React, System Design, Docker, Power BI, Machine Learning, Data Analysis"
STU10487,22,Male,BCA,2024,Regional Tech Institute (Tier 3),Computer Science & Engineering,None,None,0,DataMetrics Labs,Data Science & Analytics,12,1,Internship Only,72,39,8.7,Placed,10.55,On-Campus / Off-Campus Placement,25,"Power BI, Python, System Design, Communication"
STU10488,25,Female,BCA,2025,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,IBM Data Science Professional,Coursera,1,InnovateTech Startup,Cyber Security,7,2,Both (Hybrid),83,56,8.7,Placed,17.8,Direct PPO (Pre-Placement Offer),9,"Communication, Git, Data Analysis, Docker, React, SQL, Machine Learning, Python, AWS, Problem Solving"
STU10489,24,Female,M.Tech,2025,State Tech University (Tier 2),Computer Science & Engineering,IBM Data Science Professional; AWS Certified Solutions Architect,Coursera; AWS,2,None,None,0,0,Certification Only,46,76,4.9,Placed,8.0,On-Campus / Off-Campus Placement,87,"System Design, Java, Power BI, SQL, Tableau"
STU10490,22,Male,B.Tech,2025,BITS & Top National Inst (Tier 1),Business Analytics,Meta Front-End Developer Specialization,Meta,1,InnovateTech Startup,Cyber Security,7,2,Both (Hybrid),93,61,9.8,Placed,18.4,On-Campus / Off-Campus Placement,12,"Tableau, Git, Java, React, Communication, SQL, Kubernetes, Data Analysis, Docker"
STU10491,22,Female,B.Sc (CS/IT),2024,IIT / NIT Group (Tier 1),Data Science & Artificial Intelligence,None,None,0,TCS Innovation Labs,Cyber Security,7,2,Internship Only,100,53,9.6,Placed,16.66,On-Campus / Off-Campus Placement,41,"System Design, React, Machine Learning, SQL, Git, Tableau, Python, Power BI, Docker"
STU10492,22,Female,BCA,2024,BITS & Top National Inst (Tier 1),Computer Science & Engineering,Microsoft Certified: Azure Developer; AWS Certified Solutions Architect,Google Cloud; Udemy,2,None,None,0,0,Certification Only,53,66,4.9,Placed,11.62,On-Campus / Off-Campus Placement,113,"SQL, Kubernetes, AWS, Java, Git, Tableau, Problem Solving"
STU10493,21,Male,B.Tech,2024,BITS & Top National Inst (Tier 1),Computer Science & Engineering,AWS Certified Solutions Architect,Microsoft Azure,1,Amazon AWS,Cloud & DevOps,2,1,Both (Hybrid),73,66,7.2,Placed,13.89,On-Campus / Off-Campus Placement,72,"Python, System Design, Problem Solving, Communication, React, Machine Learning, Kubernetes"
STU10494,22,Male,B.Tech,2023,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,Certified Information Systems Security Professional (CISSP),Meta,1,CyberGuard Analytics,Cyber Security,3,1,Both (Hybrid),65,64,7.0,Placed,12.0,On-Campus / Off-Campus Placement,75,"Power BI, React, SQL, Data Analysis, Docker, Communication"
STU10495,22,Female,B.Tech,2024,BITS & Top National Inst (Tier 1),Business Analytics,Google Professional Data Engineer; Coursera Machine Learning Specialization; Microsoft Certified: Azure Developer,AWS; Udemy; Google Cloud,3,None,None,0,0,Certification Only,53,100,6.4,Placed,12.32,On-Campus / Off-Campus Placement,84,"Kubernetes, React, Java, Docker, Python, Git, Problem Solving, Tableau, AWS"
STU10496,22,Male,BCA,2024,State Tech University (Tier 2),Information Technology,IBM Data Science Professional,Coursera,1,InnovateTech Startup,Data Science & Analytics,3,1,Both (Hybrid),61,66,6.8,Placed,11.39,Internship Conversion,55,"Docker, AWS, Java, System Design, Communication, Problem Solving, Machine Learning"
STU10497,21,Male,M.Tech,2024,Apex Institute of Technology (Tier 2),Electronics & Communication,None,None,0,None,None,0,0,Neither,34,47,4.3,Placed,8.21,On-Campus / Off-Campus Placement,106,"Problem Solving, AWS"
STU10498,25,Male,BCA,2026,State Tech University (Tier 2),Data Science & Artificial Intelligence,None,None,0,InnovateTech Startup,Product & Business Analytics,7,2,Internship Only,95,39,9.6,Placed,14.52,On-Campus / Off-Campus Placement,13,"AWS, Data Analysis, Git, Power BI, Python, Machine Learning, Tableau, React, Kubernetes"
STU10499,25,Female,BCA,2023,IIT / NIT Group (Tier 1),Computer Science & Engineering,Microsoft Certified: Azure Developer; Meta Front-End Developer Specialization; Coursera Machine Learning Specialization,Coursera; Google Cloud; IBM,3,CyberGuard Analytics,Software Engineering,2,2,Both (Hybrid),80,88,10.0,Placed,17.72,Internship Conversion,29,"System Design, React, Tableau, Docker, Java, Machine Learning, Kubernetes, AWS, Power BI, Python"
STU10500,23,Female,BCA,2025,IIT / NIT Group (Tier 1),Cyber Security,Certified Information Systems Security Professional (CISSP); Meta Front-End Developer Specialization; NPTEL Cloud Computing & Distributed Systems,Microsoft Azure; Meta; Coursera,4,InnovateTech Startup,Cyber Security,9,3,Both (Hybrid),100,100,10.0,Placed,23.09,Direct PPO (Pre-Placement Offer),5,"Docker, Problem Solving, Java, Tableau, Python, React, System Design, SQL, Communication, Kubernetes"
STU10501,22,Female,B.Tech,2025,IIT / NIT Group (Tier 1),Computer Science & Engineering,AWS Certified Solutions Architect; TensorFlow Developer Certificate,Udemy; Google Cloud,2,DataMetrics Labs,Artificial Intelligence / ML,3,1,Both (Hybrid),71,79,8.3,Placed,14.87,Internship Conversion,58,"System Design, Data Analysis, Communication, Java, SQL, Git, Docker, Kubernetes"
STU10502,22,Male,B.Tech,2023,Apex Institute of Technology (Tier 2),Business Analytics,NPTEL Cloud Computing & Distributed Systems,Microsoft Azure,1,None,None,0,0,Certification Only,47,61,4.1,Placed,7.39,On-Campus / Off-Campus Placement,136,"Communication, Tableau, Git"
STU10503,23,Female,B.Tech,2026,State Tech University (Tier 2),Data Science & Artificial Intelligence,Coursera Machine Learning Specialization; Microsoft Certified: Azure Developer; Docker & Kubernetes Developer Cert,NPTEL; AWS; Microsoft Azure,4,InnovateTech Startup,Data Science & Analytics,6,1,Both (Hybrid),69,99,8.5,Placed,14.77,Direct PPO (Pre-Placement Offer),47,"Python, Data Analysis, React, Tableau, Kubernetes, Communication, System Design, Power BI, Docker, Git"
STU10504,23,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Computer Science & Engineering,TensorFlow Developer Certificate; Certified Information Systems Security Professional (CISSP),Microsoft Azure; Google Cloud,2,InnovateTech Startup,Data Science & Analytics,7,2,Both (Hybrid),87,69,9.1,Placed,13.89,On-Campus / Off-Campus Placement,27,"Data Analysis, Tableau, Docker, Power BI, Git, Communication, Problem Solving, AWS, Machine Learning, React"
STU10505,21,Female,B.Tech,2024,State Tech University (Tier 2),Information Technology,TensorFlow Developer Certificate; IBM Data Science Professional; Docker & Kubernetes Developer Cert,Udemy; AWS; Coursera,3,Amazon AWS,Software Engineering,12,1,Both (Hybrid),83,77,10.0,Placed,15.89,On-Campus / Off-Campus Placement,12,"SQL, AWS, Tableau, System Design, Problem Solving, Python, Power BI, Kubernetes, Communication, Data Analysis"
STU10506,24,Female,BCA,2025,State Tech University (Tier 2),Cyber Security,Certified Information Systems Security Professional (CISSP); TensorFlow Developer Certificate; Microsoft Certified: Azure Developer,Microsoft Azure; Google Cloud; AWS,3,Infosys Center,Cyber Security,9,1,Both (Hybrid),79,85,9.0,Placed,13.94,Direct PPO (Pre-Placement Offer),27,"Communication, Problem Solving, Kubernetes, System Design, Docker, Machine Learning, Python, AWS, Power BI, Tableau"
STU10507,23,Male,B.Tech,2024,State Tech University (Tier 2),Cyber Security,AWS Certified Solutions Architect,Coursera,1,Google India,Cyber Security,2,1,Both (Hybrid),58,55,6.5,Placed,10.04,Internship Conversion,63,"Kubernetes, Python, Tableau, Java, AWS, Problem Solving"
STU10508,24,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Computer Science & Engineering,NPTEL Cloud Computing & Distributed Systems,Meta,1,None,None,0,0,Certification Only,41,60,4.8,Unplaced,0.0,Not Converted,-1,"Machine Learning, Java, Communication, System Design, AWS"
STU10509,23,Male,B.Tech,2023,State Tech University (Tier 2),Computer Science & Engineering,None,None,0,None,None,0,0,Neither,40,53,4.6,Placed,6.73,On-Campus / Off-Campus Placement,136,"Python, Problem Solving, Data Analysis"
STU10510,22,Female,B.Tech,2025,BITS & Top National Inst (Tier 1),Data Science & Artificial Intelligence,TensorFlow Developer Certificate,Microsoft Azure,1,None,None,0,0,Certification Only,42,58,4.6,Placed,11.49,On-Campus / Off-Campus Placement,120,"Problem Solving, SQL, Tableau, React"
STU10511,22,Male,M.Tech,2024,Apex Institute of Technology (Tier 2),Information Technology,Coursera Machine Learning Specialization; TensorFlow Developer Certificate; AWS Certified Solutions Architect,IBM; Microsoft Azure; Meta,3,DataMetrics Labs,Software Engineering,3,1,Both (Hybrid),65,88,8.9,Placed,13.04,On-Campus / Off-Campus Placement,51,"Tableau, React, Java, Kubernetes, Docker, Problem Solving, Communication, Git, Power BI, SQL"
STU10512,24,Male,M.Tech,2025,State Tech University (Tier 2),Information Technology,Google Professional Data Engineer; Meta Front-End Developer Specialization; IBM Data Science Professional,NPTEL; Coursera; AWS,3,None,None,0,0,Certification Only,55,87,5.1,Placed,8.74,On-Campus / Off-Campus Placement,84,"Problem Solving, Java, Tableau, React, Communication, Docker, Git, SQL, Power BI"
STU10513,24,Male,B.Sc (CS/IT),2024,State Tech University (Tier 2),Computer Science & Engineering,Google Professional Data Engineer; Microsoft Certified: Azure Developer,NPTEL; Coursera,2,InnovateTech Startup,Artificial Intelligence / ML,3,1,Both (Hybrid),74,81,6.8,Placed,11.86,On-Campus / Off-Campus Placement,78,"AWS, React, Communication, Java, Python, Machine Learning, Docker, Kubernetes, Data Analysis, SQL"
STU10514,21,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Cyber Security,NPTEL Cloud Computing & Distributed Systems,Microsoft Azure,1,Amazon AWS,Product & Business Analytics,12,1,Both (Hybrid),72,59,8.9,Placed,16.05,On-Campus / Off-Campus Placement,28,"Problem Solving, Power BI, System Design, Communication, Kubernetes, Data Analysis"
STU10515,21,Male,B.Sc (CS/IT),2025,State Tech University (Tier 2),Information Technology,None,None,0,Microsoft Tech,Artificial Intelligence / ML,6,1,Internship Only,71,52,6.6,Placed,13.46,Direct PPO (Pre-Placement Offer),45,"Data Analysis, Git, System Design, Machine Learning"
STU10516,22,Female,B.Sc (CS/IT),2024,Apex Institute of Technology (Tier 2),Electronics & Communication,None,None,0,None,None,0,0,Neither,33,55,4.1,Unplaced,0.0,Not Converted,-1,"Communication, React"
STU10517,23,Male,B.Sc (CS/IT),2025,State Tech University (Tier 2),Data Science & Artificial Intelligence,Certified Information Systems Security Professional (CISSP),Meta,1,Microsoft Tech,Cyber Security,3,2,Both (Hybrid),88,59,7.9,Placed,14.41,On-Campus / Off-Campus Placement,48,"Machine Learning, Tableau, AWS, Problem Solving, System Design, Git, Power BI, React, Docker, Kubernetes"
STU10518,25,Male,B.Tech,2024,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,Coursera Machine Learning Specialization,Coursera,1,Microsoft Tech,Data Science & Analytics,9,1,Both (Hybrid),85,50,8.0,Placed,13.71,Direct PPO (Pre-Placement Offer),47,"Tableau, Communication, Kubernetes, SQL, React, Machine Learning, Problem Solving"
STU10519,21,Female,BCA,2026,Apex Institute of Technology (Tier 2),Cyber Security,IBM Data Science Professional; AWS Certified Solutions Architect,IBM; NPTEL,2,FinTech Solutions,Cyber Security,2,2,Both (Hybrid),71,79,8.5,Placed,14.52,On-Campus / Off-Campus Placement,27,"AWS, Tableau, Data Analysis, Problem Solving, React, SQL, Python, Communication, Docker, Power BI"
STU10520,22,Male,B.Sc (CS/IT),2024,State Tech University (Tier 2),Data Science & Artificial Intelligence,None,None,0,DataMetrics Labs,Cyber Security,3,1,Internship Only,68,52,6.7,Placed,10.0,On-Campus / Off-Campus Placement,70,"Kubernetes, Power BI, Tableau, Machine Learning"
STU10521,22,Male,BCA,2025,Apex Institute of Technology (Tier 2),Electronics & Communication,NPTEL Cloud Computing & Distributed Systems; Certified Information Systems Security Professional (CISSP); Meta Front-End Developer Specialization,AWS; Google Cloud; Udemy,5,None,None,0,0,Certification Only,27,100,5.6,Placed,10.64,On-Campus / Off-Campus Placement,92,"Tableau, React, Problem Solving, Data Analysis, Machine Learning, Docker, System Design, Java, AWS, Kubernetes"
STU10522,25,Female,BCA,2025,City Engineering College (Tier 3),Cyber Security,Certified Information Systems Security Professional (CISSP),NPTEL,1,None,None,0,0,Certification Only,32,59,5.3,Unplaced,0.0,Not Converted,-1,"AWS, Java, Power BI, React, Git"
STU10523,23,Male,B.Tech,2024,State Tech University (Tier 2),Information Technology,NPTEL Cloud Computing & Distributed Systems; Certified Information Systems Security Professional (CISSP); Docker & Kubernetes Developer Cert,Microsoft Azure; NPTEL; AWS,3,DataMetrics Labs,Cloud & DevOps,2,2,Both (Hybrid),82,86,8.8,Placed,14.84,On-Campus / Off-Campus Placement,19,"Problem Solving, AWS, Docker, Communication, Power BI, Tableau, Kubernetes, SQL, Java, Git"
STU10524,23,Male,BCA,2024,State Tech University (Tier 2),Data Science & Artificial Intelligence,TensorFlow Developer Certificate; IBM Data Science Professional,Udemy; NPTEL,2,DataMetrics Labs,Cyber Security,3,1,Both (Hybrid),58,71,7.0,Placed,11.97,On-Campus / Off-Campus Placement,48,"Git, Communication, Tableau, Kubernetes, Python, Java, React, Docker, Machine Learning, SQL"
